Source,Date,Open,High,Low,Close,Volume,Month,Day,Year,DayOfWeek,MA_5,MA_20,EMA_5,EMA_20,STD_5,STD_20,DailyReturn,Volatility,PriceChange
bdo,2024-12-20,147.2,148.0,144.6,144.6,4276900,12,20,2024,4,144.77999999999997,145.025,144.9964360965386,144.74565624256982,144.77999999999997,145.025,-0.00344589937973816,0.022606554816511082,-2.5999999999999943
bdo,2024-12-19,142.1,148.1,137.5,148.0,4160170,12,19,2024,3,145.47999999999996,145.045,145.99762406435906,145.05559374327746,145.47999999999996,145.045,0.02351313969571245,0.020214173212905463,5.900000000000006
bdo,2024-12-18,147.0,148.6,142.3,143.0,2621750,12,18,2024,2,145.27999999999997,145.07,144.99841604290606,144.85982291058437,145.27999999999997,145.07,-0.03378378378378377,0.020144935414604086,-4.0
bdo,2024-12-17,149.5,151.0,147.2,149.0,2772630,12,17,2024,1,145.94,145.32,146.33227736193737,145.25412549052874,145.94,145.32,0.04195804195804187,0.02210933039508559,-0.5
bdo,2024-12-16,148.5,150.0,146.0,149.7,3134990,12,16,2024,0,146.85999999999999,145.495,147.4548515746249,145.67754211047838,146.85999999999999,145.495,0.004697986577181235,0.021898995537511585,1.1999999999999886
bdo,2024-12-13,147.0,150.7,145.6,150.0,4529720,12,13,2024,4,147.94,145.745,148.3032343830833,146.08920476662328,147.94,145.745,0.002004008016032177,0.021781637260471175,3.0
bdo,2024-12-12,150.5,151.8,148.2,148.2,5783920,12,12,2024,3,147.98000000000002,146.255,148.26882292205553,146.29023288408771,147.98000000000002,146.255,-0.012000000000000122,0.018669617462557513,-2.3000000000000114
bdo,2024-12-11,152.3,154.7,152.0,153.0,6168820,12,11,2024,2,149.98000000000002,146.71499999999997,149.84588194803703,146.92925832369843,149.98000000000002,146.71499999999997,0.03238866396761142,0.017729716079963567,0.6999999999999886
bdo,2024-12-10,156.0,158.0,151.9,152.0,3496110,12,10,2024,1,150.58,147.11499999999998,150.56392129869135,147.41218610239383,150.58,147.11499999999998,-0.006535947712418277,0.017861667144804517,-4.0
bdo,2024-12-09,153.9,153.9,151.5,153.0,3371380,12,9,2024,0,151.24,147.43,151.3759475324609,147.9443588545468,151.24,147.43,0.006578947368421018,0.01749529101966692,-0.9000000000000057
bdo,2024-12-06,155.0,155.4,151.2,151.6,3238520,12,6,2024,4,151.56,147.635,151.45063168830728,148.29251515411377,151.56,147.635,-0.0091503267973857,0.01765850944676177,-3.4000000000000057
bdo,2024-12-05,155.9,156.7,154.8,155.9,3643380,12,5,2024,3,153.1,148.135,152.93375445887153,149.01703752038864,153.1,148.135,0.02836411609498679,0.018375462429612605,0.0
bdo,2024-12-04,154.9,156.3,154.6,155.7,2951650,12,4,2024,2,153.64,148.57,153.85583630591435,149.6535101374945,153.64,148.57,-0.0012828736369469018,0.01837876453074948,0.799999999999983
bdo,2024-12-03,156.0,156.5,154.4,155.2,3423930,12,3,2024,1,154.28000000000003,149.055,154.30389087060956,150.18174726725692,154.28000000000003,149.055,-0.0032113037893384266,0.01817900936513843,-0.8000000000000114
bdo,2024-12-02,154.4,156.0,152.8,155.2,2965010,12,2,2024,0,154.72,149.42,154.60259391373972,150.65967609894673,154.72,149.42,0.0,0.017925485690429194,0.799999999999983
bdo,2024-11-29,152.2,154.5,150.0,154.5,2797690,11,29,2024,4,155.3,149.89499999999998,154.56839594249317,151.02542123238038,155.3,149.89499999999998,-0.004510309278350388,0.01724775709555362,2.3000000000000114
bdo,2024-11-28,153.0,153.1,149.5,152.2,1328170,11,28,2024,3,154.56,150.28,153.7789306283288,151.1372858769156,154.56,150.28,-0.014886731391585806,0.017668451211023038,-0.8000000000000114
bdo,2024-11-27,153.9,154.5,151.7,153.1,3092980,11,27,2024,2,154.04,150.73499999999999,153.55262041888585,151.32421103149505,154.04,150.73499999999999,0.005913272010512616,0.017619406135140372,-0.8000000000000114
bdo,2024-11-26,152.5,153.7,152.1,152.9,1525370,11,26,2024,1,153.58,151.095,153.33508027925723,151.47428617135267,153.58,151.095,-0.001306335728282093,0.01752663051243319,0.4000000000000057
bdo,2024-11-25,154.1,156.9,151.7,151.7,8722500,11,25,2024,0,152.88,151.425,152.79005351950482,151.49578272646193,152.88,151.425,-0.00784826684107276,0.01762102168983365,-2.4000000000000057
bdo,2024-11-22,151.5,152.4,149.5,152.0,1411770,11,22,2024,4,152.38,151.79500000000002,152.52670234633655,151.54380341917985,152.38,151.79500000000002,0.0019775873434411118,0.01756841619907794,0.5
bdo,2024-11-21,151.0,153.3,149.5,152.3,2598530,11,21,2024,3,152.4,152.01000000000002,152.45113489755772,151.6158221411627,152.4,152.01000000000002,0.0019736842105264607,0.01686801142918012,1.3000000000000114
bdo,2024-11-20,146.0,154.0,144.9,154.0,3776090,11,20,2024,2,152.58,152.56,152.9674232650385,151.84288669914721,152.58,152.56,0.011162179908076109,0.014774528287646495,8.0
bdo,2024-11-19,140.5,145.9,139.0,145.5,3759420,11,19,2024,1,151.1,152.38500000000002,150.47828217669235,151.2388022516094,151.1,152.38500000000002,-0.05519480519480524,0.017324528560864663,5.0
bdo,2024-11-18,141.5,142.2,139.8,140.4,7442470,11,18,2024,0,148.84,151.92,147.11885478446158,150.20653537050373,148.84,151.92,-0.035051546391752564,0.018844574650889505,-1.0999999999999943
bdo,2024-11-15,139.4,143.2,138.2,141.9,7194530,11,15,2024,4,146.82,151.515,145.3792365229744,149.41543676378907,146.82,151.515,0.010683760683760646,0.01906528237510189,2.5
bdo,2024-11-14,142.5,143.1,138.1,138.1,6199790,11,14,2024,3,143.98,151.01,142.95282434864959,148.3377761196187,143.98,151.01,-0.026779422128259456,0.01972397949873852,-4.400000000000006
bdo,2024-11-13,147.1,147.4,142.0,142.0,5376250,11,13,2024,2,141.58,150.45999999999998,142.63521623243307,147.7341783939407,141.58,150.45999999999998,0.02824040550325857,0.01934674071016753,-5.099999999999994
bdo,2024-11-12,147.6,149.5,147.0,147.1,2731800,11,12,2024,1,141.9,150.215,144.1234774882887,147.67378045166063,141.9,150.215,0.03591549295774654,0.021237450113019953,-0.5
bdo,2024-11-11,146.4,149.8,145.6,149.0,2764250,11,11,2024,0,143.61999999999998,150.01500000000001,145.74898499219248,147.80008707531198,143.61999999999998,150.01500000000001,0.01291638341264445,0.021409669409602643,2.5999999999999943
bdo,2024-11-08,149.0,149.1,145.1,147.0,4269360,11,8,2024,4,144.64000000000001,149.78500000000003,146.16598999479498,147.72388830623464,144.64000000000001,149.78500000000003,-0.01342281879194629,0.0215152385067055,-2.0
bdo,2024-11-07,145.5,148.2,143.9,148.0,6533920,11,7,2024,3,146.61999999999998,149.39000000000001,146.77732666319667,147.75018465802182,146.61999999999998,149.39000000000001,0.006802721088435382,0.02046422367809858,2.5
bdo,2024-11-06,156.0,157.3,150.0,150.0,3278460,11,6,2024,2,148.21999999999997,149.10500000000002,147.8515511087978,147.96445278582925,148.21999999999997,149.10500000000002,0.013513513513513598,0.020771710386281665,-6.0
bdo,2024-11-05,152.9,156.6,152.1,156.0,3700260,11,5,2024,1,150.0,149.145,150.56770073919853,148.72974299670267,150.0,149.145,0.040000000000000036,0.022754092034589682,3.0999999999999943
bdo,2024-11-04,152.3,152.4,149.4,151.5,4061390,11,4,2024,0,150.5,148.96,150.87846715946569,148.9935769970167,150.5,148.96,-0.028846153846153855,0.02368305189786072,-0.8000000000000114
bdo,2024-10-31,157.5,158.1,152.8,152.8,4271930,10,31,2024,3,151.66000000000003,148.875,151.51897810631047,149.3560934734913,151.66000000000003,148.875,0.008580858085808662,0.023759888600599577,-4.699999999999989
bdo,2024-10-30,156.6,160.0,154.2,160.0,4247750,10,30,2024,2,154.06,149.265,154.345985404207,150.36979885696834,154.06,149.265,0.04712041884816753,0.025718784047783525,3.4000000000000057
bdo,2024-10-29,158.9,159.7,156.4,157.0,3727920,10,29,2024,1,155.45999999999998,149.45999999999998,155.23065693613802,151.00124658487613,155.45999999999998,149.45999999999998,-0.018750000000000044,0.026150196636041095,-1.9000000000000057
bdo,2024-10-28,159.9,160.1,157.4,160.0,1882300,10,28,2024,0,156.26,149.815,156.82043795742536,151.85827071964982,156.26,149.815,0.019108280254777066,0.026428369722690467,0.09999999999999432
bdo,2024-10-25,162.4,162.5,159.6,159.7,1849120,10,25,2024,4,157.9,150.215,157.78029197161692,152.60510207968318,157.9,150.215,-0.001875000000000071,0.0263376157423106,-2.700000000000017
bdo,2024-10-24,163.8,163.8,162.4,162.8,1544440,10,24,2024,3,159.9,150.755,159.45352798107797,153.57604473876097,159.9,150.755,0.01941139636819056,0.026592615558714738,-1.0
bdo,2024-10-23,164.0,164.7,162.2,163.3,2274420,10,23,2024,2,160.56,151.305,160.73568532071866,154.50213571602183,160.56,151.305,0.0030712530712531105,0.02658983393492826,-0.6999999999999886
bdo,2024-10-22,165.0,168.7,163.6,164.0,4874220,10,22,2024,1,161.95999999999998,151.805,161.82379021381246,155.40669421925784,161.95999999999998,151.805,0.004286589099816274,0.026534441159298816,-1.0
bdo,2024-10-21,164.1,165.7,162.5,165.0,1872200,10,21,2024,0,162.95999999999998,152.78,162.88252680920831,156.32034238885234,162.95999999999998,152.78,0.0060975609756097615,0.022656393319790656,0.9000000000000057
bdo,2024-10-18,164.0,166.8,163.1,164.0,2201210,10,18,2024,4,163.82,153.96,163.25501787280555,157.05173835181878,163.82,153.96,-0.0060606060606061,0.020697288548003696,0.0
bdo,2024-10-17,163.0,166.4,162.5,162.5,3867070,10,17,2024,3,163.76,154.99,163.00334524853704,157.57062041355033,163.76,154.99,-0.009146341463414642,0.021034231668278017,-0.5
bdo,2024-10-16,161.5,164.9,160.8,162.0,3756620,10,16,2024,2,163.5,156.185,162.66889683235803,157.9924660884503,163.5,156.185,-0.003076923076923088,0.01965264994534939,0.5
bdo,2024-10-15,164.4,164.5,160.4,161.0,6141690,10,15,2024,1,162.9,157.13500000000002,162.1125978882387,158.27889788955028,162.9,157.13500000000002,-0.006172839506172867,0.01930866273015527,-3.4000000000000057
bdo,2024-10-14,160.0,160.9,158.0,158.6,3653680,10,14,2024,0,161.62,157.70999999999998,160.9417319254925,158.30947904292645,161.62,157.70999999999998,-0.014906832298136719,0.01855975574170462,-1.4000000000000057
bdo,2024-10-11,158.0,158.0,154.1,156.5,9364280,10,11,2024,4,160.11999999999998,158.08499999999998,159.461154616995,158.13714770550487,160.11999999999998,158.08499999999998,-0.013240857503152514,0.018813256710282025,-1.5
bdo,2024-10-10,158.0,159.0,156.3,156.8,1816070,10,10,2024,3,158.98,158.575,158.57410307799668,158.00980030498062,158.98,158.575,0.00191693290734829,0.018433445394447186,-1.1999999999999886
bdo,2024-10-09,159.0,160.5,157.7,157.8,3972690,10,9,2024,2,158.14000000000001,159.065,158.31606871866447,157.9898193235539,158.14000000000001,159.065,0.0063775510204082675,0.018429549320254573,-1.1999999999999886
bdo,2024-10-08,159.8,161.6,157.0,161.6,4211530,10,8,2024,1,158.26000000000002,159.64499999999998,159.41071247910963,158.333646054644,158.26000000000002,159.64499999999998,0.024081115335867986,0.018881603266765593,1.799999999999983
bdo,2024-10-07,159.0,160.9,158.7,160.0,2888390,10,7,2024,0,158.54000000000002,159.84499999999997,159.60714165273976,158.4923464303922,158.54000000000002,159.84499999999997,-0.00990099009900991,0.01707016176089901,1.0
bdo,2024-10-04,157.0,158.4,156.9,158.0,5828080,10,4,2024,4,158.84,160.17,159.07142776849318,158.44545629416436,158.84,160.17,-0.012499999999999956,0.015896565499234166,1.0
bdo,2024-10-03,160.8,162.1,156.8,156.9,6472180,10,3,2024,3,158.85999999999999,160.375,158.34761851232878,158.29826998043444,158.85999999999999,160.375,-0.006962025316455622,0.015949127398303058,-3.9000000000000057
bdo,2024-10-02,157.3,160.8,156.6,160.8,1702000,10,2,2024,2,159.46,160.41500000000002,159.1650790082192,158.53652998229782,159.46,160.41500000000002,0.0248565965583174,0.013119182915647053,3.5
bdo,2024-10-01,158.3,160.4,156.1,157.3,4398120,10,1,2024,1,158.6,160.43,158.54338600547948,158.41876522207897,158.6,160.43,-0.02176616915422891,0.01336509624808702,-1.0
bdo,2024-09-30,161.0,161.7,158.0,158.0,3389630,9,30,2024,0,158.2,160.33,158.36225733698632,158.3788828199762,158.2,160.33,0.004450095359186168,0.012655556382897818,-3.0
bdo,2024-09-27,165.0,165.2,160.8,161.4,4024010,9,27,2024,4,158.88000000000002,160.415,159.37483822465754,158.66660826569276,158.88000000000002,160.415,0.021518987341772267,0.01357466460695672,-3.5999999999999943
bdo,2024-09-26,166.5,168.0,165.1,167.1,1751400,9,26,2024,3,160.92000000000002,160.63000000000002,161.9498921497717,159.46978843086487,160.92000000000002,160.63000000000002,0.03531598513011147,0.015112403514007531,0.5999999999999943
bdo,2024-09-25,163.1,166.0,163.1,164.6,4804720,9,25,2024,2,161.68,160.695,162.83326143318112,159.95838000887773,161.68,160.695,-0.014961101137043742,0.01554005932864457,1.5
bdo,2024-09-24,164.9,169.0,164.0,167.0,9059940,9,24,2024,1,163.62,160.845,164.22217428878741,160.6290104842227,163.62,160.845,0.014580801944106936,0.015839316190005264,2.0999999999999943
bdo,2024-09-23,161.2,163.0,160.8,163.0,2924660,9,23,2024,0,164.62,160.745,163.8147828591916,160.85481900953482,164.62,160.745,-0.0239520958083832,0.01673284350586819,1.8000000000000114
bdo,2024-09-20,160.4,162.7,159.0,160.0,7173470,9,20,2024,4,164.34,160.54500000000002,162.5431885727944,160.7734076752934,164.34,160.54500000000002,-0.018404907975460127,0.017171543723655196,-0.4000000000000057
bdo,2024-09-19,156.3,160.9,156.3,160.4,3902400,9,19,2024,3,163.0,160.44,161.82879238186297,160.73784503955116,163.0,160.44,0.0024999999999999467,0.017081363025859924,4.099999999999994
bdo,2024-09-18,159.5,161.1,157.2,157.2,1451220,9,18,2024,2,161.52,160.2,160.28586158790864,160.40090741673674,161.52,160.2,-0.01995012468827939,0.01762280466799609,-2.3000000000000114
bdo,2024-09-17,158.5,161.3,158.5,161.0,3708400,9,17,2024,1,160.32,160.2,160.52390772527244,160.45796385323803,160.32,160.2,0.024173027989822016,0.018472151181223292,2.5
bdo,2024-09-16,156.4,160.4,156.4,159.9,2438860,9,16,2024,0,159.7,160.26500000000001,160.31593848351497,160.40482443864394,159.7,160.26500000000001,-0.006832298136645876,0.01821189449842853,3.5
bdo,2024-09-13,159.6,160.0,156.2,156.2,2307400,9,13,2024,4,158.94,160.25,158.94395898900999,160.00436496829693,158.94,160.25,-0.023139462163852542,0.01873385641593172,-3.4000000000000057
bdo,2024-09-12,158.0,159.8,156.5,159.6,2402180,9,12,2024,3,158.78,160.39,159.16263932600665,159.96585401893532,158.78,160.39,0.02176696542893719,0.0193524543482382,1.5999999999999943
bdo,2024-09-11,154.0,158.5,151.7,158.4,3909700,9,11,2024,2,159.01999999999998,160.42000000000002,158.90842621733776,159.816725064751,159.01999999999998,160.42000000000002,-0.007518796992481147,0.019400988139624147,4.400000000000006
bdo,2024-09-10,159.8,160.6,155.0,155.0,4735340,9,10,2024,1,157.82,160.09,157.60561747822518,159.35798934429855,157.82,160.09,-0.02146464646464652,0.019142375482623195,-4.800000000000011
bdo,2024-09-09,156.9,160.0,156.5,159.5,5441390,9,9,2024,0,157.74,160.065,158.2370783188168,159.37151416865106,157.74,160.065,0.029032258064516148,0.020235351357400923,2.5999999999999943
bdo,2024-09-06,154.0,157.0,153.5,157.0,4570300,9,6,2024,4,157.9,160.01500000000001,157.82471887921122,159.1456556763986,157.9,160.01500000000001,-0.01567398119122254,0.020350966976258263,3.0
bdo,2024-09-05,153.0,154.0,151.9,154.0,2432830,9,5,2024,3,156.78000000000003,159.87,156.54981258614083,158.6555932310273,156.78000000000003,159.87,-0.019108280254777066,0.020743296520746152,1.0
bdo,2024-09-04,149.0,153.9,148.3,153.0,1720630,9,4,2024,2,155.7,159.48,155.3665417240939,158.1169653042628,155.7,159.48,-0.00649350649350644,0.019874443975080234,4.0
bdo,2024-09-03,152.8,154.4,152.1,152.8,3448630,9,3,2024,1,155.26,159.255,154.5110278160626,157.61058765623778,155.26,159.255,-0.0013071895424835445,0.0193388803097612,0.0
bdo,2024-09-02,154.0,154.0,151.5,152.8,1711690,9,2,2024,0,153.92,158.99499999999998,153.9406852107084,157.15243645088182,153.92,158.99499999999998,0.0,0.019295113101096394,-1.1999999999999886
bdo,2024-08-30,153.5,154.3,152.7,152.8,7599130,8,30,2024,4,153.07999999999998,158.565,153.56045680713896,156.737918693655,153.07999999999998,158.565,0.0,0.018528960196645076,-0.6999999999999886
bdo,2024-08-29,154.0,155.4,152.9,153.5,4232940,8,29,2024,3,152.98000000000002,157.885,153.54030453809264,156.42954548473546,152.98000000000002,157.885,0.0045811518324605505,0.0163700139152496,-0.5
bdo,2024-08-28,152.5,154.4,152.3,154.0,3261490,8,28,2024,2,153.18,157.355,153.69353635872844,156.19816020047492,153.18,157.355,0.0032573289902280145,0.01624071340049314,1.5
bdo,2024-08-27,154.0,154.0,150.8,151.2,4009200,8,27,2024,1,152.85999999999999,156.565,152.86235757248562,155.72214494328685,152.85999999999999,156.565,-0.0181818181818183,0.016003675017070527,-2.8000000000000114
bdo,2024-08-22,150.0,154.1,149.1,154.0,3994990,8,22,2024,3,153.1,156.11499999999998,153.2415717149904,155.5581311391643,153.1,156.11499999999998,0.0185185185185186,0.01615067219734752,4.0
bdo,2024-08-21,152.5,153.2,148.5,148.5,2387720,8,21,2024,2,152.24,155.54,151.66104780999362,154.88592817352958,152.24,155.54,-0.0357142857142857,0.017447564808922362,-4.0
bdo,2024-08-20,148.0,153.4,147.0,152.8,8147920,8,20,2024,1,152.1,155.16,152.04069853999576,154.68726834747915,152.1,155.16,0.02895622895622907,0.01887696639369109,4.800000000000011
bdo,2024-08-19,141.0,147.0,141.0,147.0,3128050,8,19,2024,0,150.7,154.65,150.36046569333053,153.95514755248112,150.7,154.65,-0.0379581151832461,0.02015184452456996,6.0
bdo,2024-08-16,139.5,142.6,139.5,141.7,1618100,8,16,2024,4,148.8,153.685,147.4736437955537,152.787990642721,148.8,153.685,-0.036054421768707545,0.02035213930382836,2.1999999999999886
bdo,2024-08-15,140.2,141.5,137.5,139.0,1488720,8,15,2024,3,145.8,152.64,144.64909586370248,151.4748486767476,145.8,152.64,-0.019054340155257532,0.02055565079793815,-1.1999999999999886
bdo,2024-08-14,140.0,142.1,139.5,140.2,2393180,8,14,2024,2,144.14,151.84,143.166063909135,150.40105356467637,144.14,151.84,0.008633093525179714,0.02045209929647521,0.19999999999998863
bdo,2024-08-13,140.0,140.7,136.5,139.0,3738770,8,13,2024,1,141.38,150.81,141.77737593942334,149.3152389394691,141.38,150.81,-0.008559201141226769,0.019447930043542505,-1.0
bdo,2024-08-12,144.0,145.4,139.5,139.6,2256570,8,12,2024,0,139.9,149.87,141.05158395961558,148.38997808809108,139.9,149.87,0.004316546762589857,0.019601339877837895,-4.400000000000006
bdo,2024-08-09,140.4,144.0,140.4,144.0,2018930,8,9,2024,4,140.35999999999999,149.32,142.0343893064104,147.97188493684433,140.35999999999999,149.32,0.03151862464183375,0.02095134767527048,3.5999999999999943
bdo,2024-08-08,139.5,140.8,138.2,140.2,1678040,8,8,2024,3,140.59999999999997,148.355,141.4229262042736,147.23170541904963,140.59999999999997,148.355,-0.026388888888889017,0.020073713984138927,0.6999999999999886
bdo,2024-08-07,141.0,141.9,136.6,138.1,3298720,8,7,2024,2,140.18,147.41,140.3152841361824,146.36201918866396,140.18,147.41,-0.014978601997146845,0.020057101083034528,-2.9000000000000057
bdo,2024-08-06,139.4,142.6,139.0,140.0,3459840,8,6,2024,1,140.38,146.70999999999998,140.2101894241216,145.7561125992674,140.38,146.70999999999998,0.013758146270818283,0.020288976736150308,0.5999999999999943
bdo,2024-08-05,139.0,140.5,135.7,139.0,3632200,8,5,2024,0,140.26,146.01,139.80679294941442,145.11267330409908,140.26,146.01,-0.0071428571428571175,0.020292757047549154,0.0
bdo,2024-08-02,142.0,142.4,139.2,140.8,1553270,8,2,2024,4,139.61999999999998,145.41,140.1378619662763,144.7019425132325,139.61999999999998,145.41,0.012949640287769792,0.020661205924294223,-1.1999999999999886
bdo,2024-08-01,137.2,143.7,137.2,143.7,2504310,8,1,2024,3,140.32,144.955,141.32524131085086,144.60651941673416,140.32,144.955,0.02059659090909083,0.021365915323364223,6.5
bdo,2024-07-31,136.8,137.6,135.7,137.0,5292340,7,31,2024,2,140.1,144.16500000000002,139.88349420723392,143.8820889960928,140.1,144.16500000000002,-0.046624913013221914,0.02347811915027462,0.19999999999998863
bdo,2024-07-30,141.0,142.5,135.8,136.5,5002700,7,30,2024,1,139.4,143.315,138.75566280482263,143.1790329012268,139.4,143.315,-0.0036496350364964014,0.023369928422668593,-4.5
bdo,2024-07-29,146.0,146.3,140.5,140.5,2816540,7,29,2024,0,139.7,142.64000000000001,139.33710853654844,142.92388691063377,139.7,142.64000000000001,0.0293040293040292,0.024583178032566457,-5.5
bdo,2024-07-26,143.3,146.0,143.0,146.0,1649280,7,26,2024,4,140.74,142.38000000000002,141.55807235769896,143.21685006200198,140.74,142.38000000000002,0.039145907473309594,0.026168922955162804,2.6999999999999886
bdo,2024-07-25,141.3,145.6,141.3,143.2,2812130,7,25,2024,3,140.64000000000001,141.84,142.1053815717993,143.21524529419227,140.64000000000001,141.84,-0.019178082191780854,0.026014253200283246,1.8999999999999773
bdo,2024-07-23,148.2,148.2,145.6,145.6,2509160,7,23,2024,1,142.35999999999999,141.695,143.27025438119955,143.4423647899835,142.35999999999999,141.695,0.016759776536312998,0.025207321261771963,-2.5999999999999943
bdo,2024-07-22,149.5,150.8,148.2,148.2,7379440,7,22,2024,0,144.7,141.46499999999997,144.91350292079971,143.89547290522313,144.7,141.46499999999997,0.017857142857142794,0.02463616933707436,-1.3000000000000114
bdo,2024-07-19,142.6,149.6,142.6,148.8,6315680,7,19,2024,4,146.35999999999999,141.555,146.20900194719982,144.3625707237733,146.35999999999999,141.555,0.004048582995951566,0.023082443835544503,6.200000000000017
bdo,2024-07-18,139.9,143.4,139.7,142.5,1981600,7,18,2024,3,145.66,141.595,144.97266796479988,144.1851830357949,145.66,141.595,-0.04233870967741937,0.02364729909259127,2.5999999999999943
bdo,2024-07-17,139.1,141.2,139.1,139.4,1690840,7,17,2024,2,144.9,141.615,143.11511197653329,143.72945131810013,144.9,141.615,-0.021754385964912193,0.02377247852708859,0.30000000000001137
bdo,2024-07-16,143.4,143.5,139.8,139.8,3675770,7,16,2024,1,143.74,141.59499999999997,142.0100746510222,143.35521785923345,143.74,141.59499999999997,0.0028694404591105283,0.02370242551396724,-3.5999999999999943
bdo,2024-07-15,143.0,144.5,141.8,143.7,2302550,7,15,2024,0,142.84,141.82999999999998,142.57338310068147,143.38805425359217,142.84,141.82999999999998,0.027896995708154293,0.024391194314211547,0.6999999999999886
bdo,2024-07-12,143.0,143.8,141.1,143.7,2805570,7,12,2024,4,141.82,142.035,142.94892206712098,143.41776337229769,141.82,142.035,0.0,0.02438823293949876,0.6999999999999886
bdo,2024-07-11,139.0,143.8,138.4,143.8,3504660,7,11,2024,3,142.08,142.025,143.232614711414,143.45416686065028,142.08,142.025,0.0006958942240780086,0.023359082330687123,4.800000000000011
bdo,2024-07-10,140.7,142.7,139.0,141.0,1602630,7,10,2024,2,142.4,142.065,142.48840980760934,143.22043668344548,142.4,142.065,-0.01947148817802513,0.022993150060815568,0.30000000000001137
bdo,2024-07-09,145.0,145.0,139.7,140.9,4962790,7,9,2024,1,142.62,142.20499999999998,141.95893987173957,142.99944271359354,142.62,142.20499999999998,-0.0007092198581559739,0.022705955030392546,-4.099999999999994
bdo,2024-07-08,139.3,145.2,139.0,145.0,6495590,7,8,2024,0,142.88000000000002,142.455,142.97262658115972,143.18997197896556,142.88000000000002,142.455,0.02909865152590485,0.023399229491262215,5.699999999999989
bdo,2024-07-05,138.2,139.6,137.5,138.8,2490910,7,5,2024,4,141.9,142.445,141.5817510541065,142.77187940954028,141.9,142.445,-0.04275862068965508,0.025402581257696552,0.6000000000000227
bdo,2024-07-04,134.1,138.8,133.9,138.2,3790890,7,4,2024,3,140.78000000000003,142.315,140.45450070273768,142.33646232291738,140.78000000000003,142.315,-0.004322766570605374,0.025240726127349802,4.099999999999994
bdo,2024-07-03,129.0,133.9,128.2,133.9,1963310,7,3,2024,2,139.36,141.825,138.26966713515847,141.53298972073478,139.36,141.825,-0.031114327062228497,0.02559826581698381,4.900000000000006
bdo,2024-07-02,129.4,130.2,128.0,128.5,1792330,7,2,2024,1,136.88,141.4,135.013111423439,140.2917526044743,136.88,141.4,-0.04032860343539957,0.02506951987497202,-0.9000000000000057
bdo,2024-07-01,128.0,130.0,127.1,130.0,1341240,7,1,2024,0,133.88,141.075,133.34207428229269,139.31158568976247,133.88,141.075,0.011673151750972721,0.025278588413736026,2.0
bdo,2024-06-28,131.0,134.9,128.2,128.2,5541430,6,28,2024,4,131.76,140.46,131.62804952152845,138.25333943359462,131.76,140.46,-0.013846153846153952,0.02427592683106294,-2.8000000000000114
bdo,2024-06-27,127.5,130.6,127.2,130.0,2231690,6,27,2024,3,130.11999999999998,139.66,131.08536634768564,137.46730710658562,130.11999999999998,139.66,0.014040561622465031,0.02249557566779328,2.5
bdo,2024-06-26,129.1,129.8,127.0,127.0,2795650,6,26,2024,2,128.74,138.85,129.72357756512378,136.47042071548222,128.74,138.85,-0.023076923076923106,0.02263639578923395,-2.0999999999999943
bdo,2024-06-25,128.4,130.5,128.0,129.0,3195580,6,25,2024,1,128.84,138.02,129.48238504341586,135.75895207591248,128.84,138.02,0.015748031496062964,0.022584540784452548,0.5999999999999943
bdo,2024-06-24,128.2,128.7,127.3,128.0,2484300,6,24,2024,0,128.44,137.01000000000002,128.98825669561057,135.0200042591589,128.44,137.01000000000002,-0.007751937984496138,0.021888542218131832,-0.19999999999998863
bdo,2024-06-21,130.6,131.2,127.3,127.3,5134090,6,21,2024,4,128.26,135.935,128.4255044637404,134.28476575828662,128.26,135.935,-0.005468750000000022,0.02173702604243628,-3.299999999999997
bdo,2024-06-20,134.5,134.5,130.5,130.5,2364180,6,20,2024,3,128.35999999999999,135.33499999999998,129.11700297582695,133.92431187654503,128.35999999999999,135.33499999999998,0.02513747054202664,0.02128439866781433,-4.0
bdo,2024-06-19,132.5,135.5,132.1,134.0,3545020,6,19,2024,2,129.76,135.065,130.74466865055132,133.93152026925503,129.76,135.065,0.026819923371647514,0.02193397655160993,1.5
bdo,2024-06-18,137.5,137.5,132.0,132.9,3551400,6,18,2024,1,130.54000000000002,134.71999999999997,131.46311243370087,133.83328024361168,130.54000000000002,134.71999999999997,-0.008208955223880543,0.02195123188296879,-4.599999999999994
bdo,2024-06-14,135.0,137.9,134.4,137.9,845080,6,14,2024,4,132.52,134.43,133.60874162246728,134.22058688707725,132.52,134.43,0.037622272385252176,0.02274853817699345,2.9000000000000057
bdo,2024-06-13,137.0,139.8,136.0,136.0,2613830,6,13,2024,3,134.26000000000002,134.04500000000002,134.40582774831154,134.3900548025937,134.26000000000002,134.04500000000002,-0.013778100072516342,0.022898932738593256,-1.0
bdo,2024-06-11,136.0,138.8,135.4,136.0,1240990,6,11,2024,1,135.35999999999999,133.655,134.93721849887436,134.5433829166324,135.35999999999999,133.655,0.0,0.022894349274271725,0.0
bdo,2024-06-10,141.0,141.0,135.7,136.0,1745590,6,10,2024,0,135.76,133.405,135.2914789992496,134.6821083531436,135.76,133.405,0.0,0.022547598524503488,-5.0
bdo,2024-06-07,140.9,141.4,139.2,139.9,3403590,6,7,2024,4,137.16,133.355,136.82765266616641,135.17905041474899,137.16,133.355,0.028676470588235414,0.023541570806552777,-1.0
